,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
395,"(0.7308928966522217, 0.3878635764122009, 0.2921079993247986, 0.999816358089447)","(0.7223719358444214, 0.38028067350387573, 0.2525598406791687, 0.9998623728752136)","(0.7190094590187073, 0.38022252917289734, 0.2526090443134308, 0.9998630285263062)","(0.71550452709198, 0.38023748993873596, 0.25266408920288086, 0.9998594522476196)","(0.7280155420303345, 0.3806885778903961, 0.24619527161121368, 0.9998477697372437)","(0.7296547889709473, 0.3809159994125366, 0.2461276799440384, 0.9998403787612915)","(0.7316046953201294, 0.3811708688735962, 0.24599982798099518, 0.9998310208320618)","(0.7031025886535645, 0.38473111391067505, 0.11683593690395355, 0.9998380541801453)","(0.7265527248382568, 0.38526207208633423, 0.08694694936275482, 0.9998700618743896)","(0.7240726351737976, 0.39544397592544556, 0.25357764959335327, 0.9997719526290894)","(0.7309081554412842, 0.3959084153175354, 0.24442923069000244, 0.9997639060020447)","(0.6377115845680237, 0.4404536187648773, 0.04720565304160118, 0.9997564554214478)","(0.7813829779624939, 0.43573519587516785, -0.004408577457070351, 0.9993802309036255)","(0.5989249348640442, 0.49819186329841614, 0.0690273866057396, 0.9351893663406372)","(0.7924343347549438, 0.496444970369339, 0.15357503294944763, 0.6999089121818542)","(0.6324295997619629, 0.532953143119812, 0.18402020633220673, 0.22285254299640656)","(0.7592334747314453, 0.5101463198661804, 0.5263248085975647, 0.034874748438596725)","(0.6369295120239258, 0.5456333160400391, 0.2025851458311081, 0.15557138621807098)","(0.7381264567375183, 0.5194194912910461, 0.5891841650009155, 0.03159724175930023)","(0.6460288763046265, 0.5435618758201599, 0.20623841881752014, 0.14905282855033875)","(0.7264349460601807, 0.5151067972183228, 0.5836213231086731, 0.031273115426301956)","(0.6472277045249939, 0.537647008895874, 0.18744893372058868, 0.13778649270534515)","(0.7265518307685852, 0.5131227970123291, 0.5350830554962158, 0.0350976437330246)","(0.6777234673500061, 0.5585784912109375, 0.05973947420716286, 0.9995080828666687)","(0.7524887323379517, 0.5572711229324341, -0.06015842780470848, 0.9991735219955444)","(0.6912938952445984, 0.6463660001754761, 0.10231844335794449, 0.986312985420227)","(0.7628569602966309, 0.6522767543792725, 0.022475045174360275, 0.9902765154838562)","(0.6746128797531128, 0.7357340455055237, 0.12375646829605103, 0.979993999004364)","(0.7516617774963379, 0.7455947995185852, 0.03964909911155701, 0.9821226000785828)","(0.6705521941184998, 0.7482872605323792, 0.13473711907863617, 0.9817419052124023)","(0.7432936429977417, 0.7597173452377319, 0.04404021427035332, 0.9745894074440002)","(0.6723211407661438, 0.7486507892608643, 0.10361138731241226, 0.8494495749473572)","(0.758882999420166, 0.7556602358818054, 0.034373149275779724, 0.8602447509765625)"
396,"(0.7307555675506592, 0.3880647122859955, 0.3073304295539856, 0.9998268485069275)","(0.7225304245948792, 0.38051602244377136, 0.26915574073791504, 0.9998701810836792)","(0.7193182110786438, 0.3804533779621124, 0.2692176401615143, 0.9998705983161926)","(0.7160922288894653, 0.38046663999557495, 0.26927006244659424, 0.9998672008514404)","(0.72845059633255, 0.38093817234039307, 0.2625461220741272, 0.9998564124107361)","(0.7301256656646729, 0.38117656111717224, 0.26247653365135193, 0.999849259853363)","(0.732015073299408, 0.38144585490226746, 0.26237016916275024, 0.999840497970581)","(0.7045485973358154, 0.3849712312221527, 0.13585706055164337, 0.9998454451560974)","(0.726565420627594, 0.3855704665184021, 0.1047668308019638, 0.999876856803894)","(0.7239961624145508, 0.3956381678581238, 0.26911962032318115, 0.9997828602790833)","(0.7309223413467407, 0.3961518704891205, 0.25970420241355896, 0.999774694442749)","(0.6377047300338745, 0.4396915137767792, 0.07018331438302994, 0.999761700630188)","(0.7813521027565002, 0.435855507850647, 0.006948621943593025, 0.9993866682052612)","(0.5992388725280762, 0.4969695210456848, 0.07163439691066742, 0.9403005838394165)","(0.7920882105827332, 0.496012806892395, 0.1639246940612793, 0.7101877331733704)","(0.6325994729995728, 0.5324645638465881, 0.19859758019447327, 0.2380208671092987)","(0.7599505186080933, 0.5103760361671448, 0.5325717329978943, 0.03381338343024254)","(0.6378856301307678, 0.5447586178779602, 0.21919791400432587, 0.16429166495800018)","(0.738454282283783, 0.5203109979629517, 0.5955756306648254, 0.03042476437985897)","(0.6467880606651306, 0.5431938767433167, 0.22287403047084808, 0.1573576182126999)","(0.7264893054962158, 0.5160712003707886, 0.5911397337913513, 0.03011101298034191)","(0.6474641561508179, 0.5371296405792236, 0.2022227644920349, 0.1444188952445984)","(0.7266474962234497, 0.5140398740768433, 0.5416548252105713, 0.0338856503367424)","(0.6770448088645935, 0.5577573180198669, 0.061497870832681656, 0.9995107054710388)","(0.752366304397583, 0.5565567016601562, -0.06193310022354126, 0.9991838335990906)","(0.6912525296211243, 0.645319402217865, 0.10525422543287277, 0.9868479371070862)","(0.7628031969070435, 0.6518356204032898, 0.02407105453312397, 0.9909882545471191)","(0.673658013343811, 0.7355062365531921, 0.08479171991348267, 0.9807425737380981)","(0.7516864538192749, 0.7455645799636841, -0.0055946423672139645, 0.9831830263137817)","(0.6702170968055725, 0.74844890832901, 0.08465457707643509, 0.9825201034545898)","(0.7433198690414429, 0.7596471905708313, -0.006561941467225552, 0.9761266112327576)","(0.6755071878433228, 0.7475478053092957, 0.0644930899143219, 0.8517006635665894)","(0.7594888806343079, 0.7554017901420593, -0.024244124069809914, 0.8630051016807556)"
397,"(0.7306368947029114, 0.38801097869873047, 0.2698650360107422, 0.9998349547386169)","(0.722783088684082, 0.38063523173332214, 0.24138179421424866, 0.9998765587806702)","(0.720221757888794, 0.38058367371559143, 0.24142169952392578, 0.9998762011528015)","(0.7179099321365356, 0.38060829043388367, 0.2414238154888153, 0.999873161315918)","(0.7282314896583557, 0.3809978663921356, 0.22938735783100128, 0.9998633861541748)","(0.7292724847793579, 0.3812238872051239, 0.2293606400489807, 0.9998557567596436)","(0.7303212285041809, 0.3814988434314728, 0.22933906316757202, 0.9998476505279541)","(0.7058398127555847, 0.38505321741104126, 0.1343948394060135, 0.9998529553413391)","(0.7237256169319153, 0.3856758177280426, 0.07943346351385117, 0.9998817443847656)","(0.7239021062850952, 0.39569833874702454, 0.23815318942070007, 0.9997943043708801)","(0.7293640375137329, 0.39606472849845886, 0.22287926077842712, 0.9997856616973877)","(0.638975203037262, 0.4389827847480774, 0.0720674991607666, 0.9997616410255432)","(0.7769768238067627, 0.43593838810920715, -0.03414421156048775, 0.9993866682052612)","(0.6015000939369202, 0.49731212854385376, 0.07401295006275177, 0.9419541954994202)","(0.7861461043357849, 0.49634334444999695, 0.07862874120473862, 0.6961572766304016)","(0.6336252689361572, 0.531230628490448, 0.19852377474308014, 0.23633414506912231)","(0.7427264451980591, 0.5210115313529968, 0.36654630303382874, 0.032645467668771744)","(0.6390029788017273, 0.5438019037246704, 0.21567918360233307, 0.16254673898220062)","(0.7313802242279053, 0.5271319150924683, 0.41281697154045105, 0.029525747522711754)","(0.6480017900466919, 0.540069580078125, 0.2205735296010971, 0.15555621683597565)","(0.7165493965148926, 0.5228921175003052, 0.4047642648220062, 0.029225235804915428)","(0.6489226818084717, 0.535291314125061, 0.20180967450141907, 0.14287826418876648)","(0.7166838645935059, 0.5203388333320618, 0.3714136481285095, 0.032933253794908524)","(0.6781376600265503, 0.555071234703064, 0.07217390090227127, 0.9995081424713135)","(0.751642644405365, 0.5539457201957703, -0.07246007025241852, 0.9991722702980042)","(0.6911518573760986, 0.6423542499542236, 0.10970117896795273, 0.9868385791778564)","(0.7619345784187317, 0.6472139954566956, 0.018271304666996002, 0.9913401007652283)","(0.6712781190872192, 0.7315433621406555, 0.08612126111984253, 0.9812475442886353)","(0.751649022102356, 0.7437631487846375, -0.010814925655722618, 0.9838870763778687)","(0.6643069386482239, 0.7447664141654968, 0.08671167492866516, 0.9828395247459412)","(0.7433124780654907, 0.7585355639457703, -0.011324193328619003, 0.9768726229667664)","(0.6796940565109253, 0.7466485500335693, 0.06429048627614975, 0.8556010723114014)","(0.7594274282455444, 0.7548967599868774, -0.04154494032263756, 0.8669220805168152)"
398,"(0.7308923602104187, 0.3876933753490448, 0.21757705509662628, 0.9998359084129333)","(0.723970353603363, 0.38056689500808716, 0.18958543241024017, 0.9998778104782104)","(0.7217777371406555, 0.38052016496658325, 0.18962624669075012, 0.9998754262924194)","(0.7197839617729187, 0.3805482089519501, 0.1896662563085556, 0.9998724460601807)","(0.7283253073692322, 0.38088592886924744, 0.17407412827014923, 0.9998656511306763)","(0.7291950583457947, 0.38110625743865967, 0.17400997877120972, 0.9998566508293152)","(0.7302548289299011, 0.3813888728618622, 0.1739145666360855, 0.9998498558998108)","(0.7063707709312439, 0.38482168316841125, 0.09468628466129303, 0.9998508095741272)","(0.7222672700881958, 0.3855745196342468, 0.023217765614390373, 0.9998822212219238)","(0.724297046661377, 0.3953917622566223, 0.1911098062992096, 0.9997954964637756)","(0.729342520236969, 0.39570584893226624, 0.17119592428207397, 0.9997885227203369)","(0.6389455199241638, 0.43911635875701904, 0.0716978907585144, 0.9997448921203613)","(0.7748212814331055, 0.4360128939151764, -0.0843280553817749, 0.999399721622467)","(0.6018932461738586, 0.49811404943466187, 0.08942147344350815, 0.9411002397537231)","(0.7831125855445862, 0.49647048115730286, 0.05355503410100937, 0.6828256249427795)","(0.6343146562576294, 0.5302011966705322, 0.2093842625617981, 0.22841718792915344)","(0.7435987591743469, 0.5219065546989441, 0.3983389139175415, 0.031859055161476135)","(0.6398468017578125, 0.5426112413406372, 0.22913263738155365, 0.15703466534614563)","(0.7320039868354797, 0.5270457863807678, 0.4543798863887787, 0.02902812696993351)","(0.6488476395606995, 0.5398552417755127, 0.2340090274810791, 0.15032616257667542)","(0.7177090048789978, 0.5227982401847839, 0.4455607235431671, 0.028775420039892197)","(0.6491971015930176, 0.5341034531593323, 0.2119094431400299, 0.13840606808662415)","(0.7175613641738892, 0.5203636288642883, 0.405026376247406, 0.03261559456586838)","(0.6791712641716003, 0.5547410845756531, 0.08289697021245956, 0.9994610548019409)","(0.7515445351600647, 0.5537964701652527, -0.08322999626398087, 0.9991424083709717)","(0.6911352276802063, 0.6415035128593445, 0.14165961742401123, 0.9857909083366394)","(0.7620437145233154, 0.6468369364738464, 0.004885841626673937, 0.9912217855453491)","(0.6702391505241394, 0.7284116148948669, 0.14445962011814117, 0.980393648147583)","(0.7516387701034546, 0.7432407140731812, -0.00825968012213707, 0.9838192462921143)","(0.6611536741256714, 0.7414295077323914, 0.14510872960090637, 0.9819485545158386)","(0.743380606174469, 0.7579648494720459, -0.0073096901178359985, 0.9764500260353088)","(0.6836233735084534, 0.7433131337165833, 0.12441100180149078, 0.8546414375305176)","(0.7603812217712402, 0.7547124624252319, -0.041372306644916534, 0.8672865033149719)"
399,"(0.7309342622756958, 0.38778916001319885, 0.22928783297538757, 0.9998281598091125)","(0.723812997341156, 0.380654901266098, 0.20027415454387665, 0.9998727440834045)","(0.7216631770133972, 0.38060319423675537, 0.20031197369098663, 0.9998689293861389)","(0.7196183204650879, 0.3806202709674835, 0.20034649968147278, 0.9998661279678345)","(0.7285274267196655, 0.3809741735458374, 0.18767182528972626, 0.999860405921936)","(0.7295258641242981, 0.3811938166618347, 0.18760700523853302, 0.9998496174812317)","(0.7306469082832336, 0.3814806342124939, 0.18750892579555511, 0.9998435974121094)","(0.7061427235603333, 0.3849237561225891, 0.09114109724760056, 0.9998409152030945)","(0.722414493560791, 0.38568148016929626, 0.03233133628964424, 0.9998775124549866)","(0.724236011505127, 0.3954475522041321, 0.20177821815013885, 0.9997920393943787)","(0.729472279548645, 0.39579182863235474, 0.18523462116718292, 0.9997867345809937)","(0.6389890313148499, 0.43922486901283264, 0.06802703440189362, 0.9997304677963257)","(0.7743991017341614, 0.4368128776550293, -0.07423888891935349, 0.9994009733200073)","(0.60219806432724, 0.4986734986305237, 0.08607389032840729, 0.9428972601890564)","(0.7832163572311401, 0.4980188012123108, 0.059137556701898575, 0.6839667558670044)","(0.6341595649719238, 0.531190812587738, 0.18794620037078857, 0.22971807420253754)","(0.7494503855705261, 0.5232147574424744, 0.38492318987846375, 0.032482922077178955)","(0.6397106647491455, 0.5434528589248657, 0.2035929411649704, 0.15724842250347137)","(0.7330654859542847, 0.5311816930770874, 0.43490999937057495, 0.029453914612531662)","(0.6477689743041992, 0.540481686592102, 0.20728066563606262, 0.15048833191394806)","(0.7188931703567505, 0.5273575186729431, 0.4250493347644806, 0.029221704229712486)","(0.6477115154266357, 0.5351718664169312, 0.19024161994457245, 0.13852420449256897)","(0.7192425727844238, 0.5245490074157715, 0.3907620906829834, 0.03315850347280502)","(0.6787749528884888, 0.5552941560745239, 0.08121408522129059, 0.9994280934333801)","(0.7511544823646545, 0.554192841053009, -0.08148912340402603, 0.9991258978843689)","(0.6907898783683777, 0.6414546370506287, 0.14278139173984528, 0.9854673147201538)","(0.7620621919631958, 0.6474143862724304, 0.003402292262762785, 0.9913511872291565)","(0.669739305973053, 0.7286768555641174, 0.18767333030700684, 0.9801701903343201)","(0.7516476511955261, 0.7428438663482666, 0.029348375275731087, 0.9839850664138794)","(0.6615541577339172, 0.7417755722999573, 0.19268515706062317, 0.981412410736084)","(0.7432400584220886, 0.7578451037406921, 0.03522156924009323, 0.9764782786369324)","(0.6847906708717346, 0.7400510311126709, 0.178238183259964, 0.8528038263320923)","(0.7605632543563843, 0.753734827041626, 0.002584195928648114, 0.8663336038589478)"
400,"(0.7230978608131409, 0.38832443952560425, 0.24260947108268738, 0.9998356103897095)","(0.7175912857055664, 0.38123905658721924, 0.20916439592838287, 0.9998776316642761)","(0.7150753736495972, 0.381206214427948, 0.20924200117588043, 0.9998732209205627)","(0.7125948667526245, 0.381218284368515, 0.20932260155677795, 0.9998709559440613)","(0.7239702343940735, 0.38152503967285156, 0.20104330778121948, 0.9998655319213867)","(0.7256789803504944, 0.3817329704761505, 0.2009483277797699, 0.9998540878295898)","(0.7274497747421265, 0.38198286294937134, 0.20082926750183105, 0.9998487234115601)","(0.702617347240448, 0.38558581471443176, 0.09290480613708496, 0.9998430609703064)","(0.7224135398864746, 0.38631343841552734, 0.04846467077732086, 0.9998799562454224)","(0.7178468108177185, 0.39600399136543274, 0.20803190767765045, 0.9997996687889099)","(0.7240002751350403, 0.3962072432041168, 0.19738927483558655, 0.9997947216033936)","(0.6390916705131531, 0.43937793374061584, 0.06872892379760742, 0.9997334480285645)","(0.7742971777915955, 0.43758681416511536, -0.06319521367549896, 0.9994108080863953)","(0.5982218384742737, 0.4990348815917969, 0.08270833641290665, 0.9467998743057251)","(0.7839462161064148, 0.4980996549129486, 0.0770215317606926, 0.6898667812347412)","(0.6345168352127075, 0.5316774845123291, 0.18112288415431976, 0.2458028346300125)","(0.7449787259101868, 0.5219392776489258, 0.403734028339386, 0.03154807910323143)","(0.6409748792648315, 0.5441068410873413, 0.19916269183158875, 0.16707190871238708)","(0.7325866222381592, 0.5281246900558472, 0.45630592107772827, 0.02848052605986595)","(0.6494736075401306, 0.5417305827140808, 0.20180463790893555, 0.15968996286392212)","(0.7185727953910828, 0.5248336791992188, 0.4486137330532074, 0.028244519606232643)","(0.6502191424369812, 0.5361429452896118, 0.1831900179386139, 0.1463981568813324)","(0.7204828858375549, 0.5244491696357727, 0.41160255670547485, 0.03208136186003685)","(0.6787669062614441, 0.5556355714797974, 0.09073513746261597, 0.999431312084198)","(0.7505962252616882, 0.5542591214179993, -0.09115070104598999, 0.9991574287414551)","(0.6902687549591064, 0.6403632760047913, 0.18492311239242554, 0.9827758073806763)","(0.7621252536773682, 0.6477985382080078, -0.030214523896574974, 0.9918091297149658)","(0.6693628430366516, 0.7245650887489319, 0.16014832258224487, 0.979655385017395)","(0.7512876391410828, 0.7425696849822998, -0.09938915073871613, 0.9847949743270874)","(0.6579818725585938, 0.7363269329071045, 0.15961259603500366, 0.9811272025108337)","(0.7427358031272888, 0.7569501996040344, -0.10375317186117172, 0.977593719959259)","(0.6905621290206909, 0.7408964037895203, 0.1406089961528778, 0.8546218872070312)","(0.760608971118927, 0.754071056842804, -0.1371420919895172, 0.8720108866691589)"
401,"(0.7204646468162537, 0.38849079608917236, 0.2389184981584549, 0.9998449683189392)","(0.7156602740287781, 0.38138675689697266, 0.2060254067182541, 0.9998841881752014)","(0.7132375836372375, 0.381361186504364, 0.2060936987400055, 0.9998793601989746)","(0.7108347415924072, 0.3813704252243042, 0.20616237819194794, 0.9998774528503418)","(0.7217418551445007, 0.3816637694835663, 0.19744981825351715, 0.9998727440834045)","(0.7233914136886597, 0.38187965750694275, 0.1973632574081421, 0.9998611211776733)","(0.7251251935958862, 0.38213902711868286, 0.19725234806537628, 0.9998563528060913)","(0.7016509771347046, 0.3856979012489319, 0.09244048595428467, 0.9998490810394287)","(0.7222132682800293, 0.3865929841995239, 0.04922965168952942, 0.9998849034309387)","(0.7157760262489319, 0.3961785137653351, 0.20615650713443756, 0.9998093843460083)","(0.7215136885643005, 0.39632412791252136, 0.19477006793022156, 0.9998046159744263)","(0.6391980648040771, 0.4394625127315521, 0.06870131194591522, 0.9997376203536987)","(0.7741243243217468, 0.4379175901412964, -0.05911451578140259, 0.9994257092475891)","(0.5974078178405762, 0.49923720955848694, 0.08118453621864319, 0.9500849843025208)","(0.7841840982437134, 0.4981510043144226, 0.07839363813400269, 0.6944147348403931)","(0.6346176266670227, 0.5320005416870117, 0.17531052231788635, 0.2611852288246155)","(0.7435683012008667, 0.5211525559425354, 0.4140642285346985, 0.03119928017258644)","(0.6421371698379517, 0.5447665452957153, 0.193254753947258, 0.17644146084785461)","(0.7325977087020874, 0.5263561606407166, 0.46837523579597473, 0.02802872471511364)","(0.6510037779808044, 0.5428046584129333, 0.19578678905963898, 0.16848912835121155)","(0.718428373336792, 0.5234243273735046, 0.4600965976715088, 0.027789557352662086)","(0.6523148417472839, 0.5370156168937683, 0.17722497880458832, 0.15412117540836334)","(0.7216013669967651, 0.5243350267410278, 0.4206539988517761, 0.0315958708524704)","(0.6787657737731934, 0.5558832287788391, 0.09340646117925644, 0.9994368553161621)","(0.7503669857978821, 0.5545309782028198, -0.0938645750284195, 0.9991845488548279)","(0.6898378133773804, 0.6398914456367493, 0.18509764969348907, 0.9807620048522949)","(0.762161374092102, 0.6478881239891052, -0.030086133629083633, 0.9921731352806091)","(0.6689563989639282, 0.723469078540802, 0.14918573200702667, 0.9792929291725159)","(0.7511041164398193, 0.7418829202651978, -0.09928152710199356, 0.9854485392570496)","(0.6563541293144226, 0.7348794341087341, 0.14763593673706055, 0.9809136986732483)","(0.7425022125244141, 0.7558395266532898, -0.10318966209888458, 0.9784356355667114)","(0.6924878358840942, 0.7412143349647522, 0.12748287618160248, 0.8569936156272888)","(0.7605135440826416, 0.7541692852973938, -0.1353822946548462, 0.8771020174026489)"
402,"(0.7192760109901428, 0.3885248601436615, 0.23508916795253754, 0.9998533129692078)","(0.7148246169090271, 0.3814229369163513, 0.2022833377122879, 0.9998900294303894)","(0.7125044465065002, 0.3814048171043396, 0.20234346389770508, 0.999884843826294)","(0.710193932056427, 0.3814148008823395, 0.2024036943912506, 0.9998832941055298)","(0.7205657958984375, 0.38169053196907043, 0.19370009005069733, 0.9998791813850403)","(0.7221233248710632, 0.3819122016429901, 0.1936180591583252, 0.9998673796653748)","(0.7237870097160339, 0.382180392742157, 0.19351117312908173, 0.9998630881309509)","(0.7013077735900879, 0.38572072982788086, 0.08987195044755936, 0.9998546838760376)","(0.722036600112915, 0.3867439925670624, 0.04850305616855621, 0.9998893141746521)","(0.7148668169975281, 0.3962205648422241, 0.20294451713562012, 0.9998183846473694)","(0.7202913165092468, 0.3963378965854645, 0.1915082186460495, 0.9998135566711426)","(0.6395227909088135, 0.43947842717170715, 0.0677546039223671, 0.999742865562439)","(0.7738963961601257, 0.438150018453598, -0.05834111198782921, 0.9994389414787292)","(0.597318172454834, 0.4993375241756439, 0.07695839554071426, 0.9532005786895752)","(0.7843932509422302, 0.498192697763443, 0.07953817397356033, 0.6971518993377686)","(0.6348491311073303, 0.5321367979049683, 0.17190392315387726, 0.2774631977081299)","(0.7423518300056458, 0.5203168988227844, 0.41873931884765625, 0.03080318309366703)","(0.6425599455833435, 0.5451058745384216, 0.19020625948905945, 0.18650022149085999)","(0.7320480346679688, 0.524878203868866, 0.47382140159606934, 0.027562135830521584)","(0.6516802906990051, 0.5434200763702393, 0.19281300902366638, 0.17801344394683838)","(0.7176271677017212, 0.5220383405685425, 0.46525436639785767, 0.027321798726916313)","(0.6527620553970337, 0.5374718904495239, 0.17396923899650574, 0.16250765323638916)","(0.7192608118057251, 0.521510660648346, 0.4249602258205414, 0.031121276319026947)","(0.6787617802619934, 0.55605548620224, 0.09329526871442795, 0.999441921710968)","(0.7500946521759033, 0.5547251105308533, -0.09376037865877151, 0.9992068409919739)","(0.6896583437919617, 0.6399611830711365, 0.18618591129779816, 0.9786763191223145)","(0.7620853781700134, 0.6479362845420837, -0.026221297681331635, 0.9924536347389221)","(0.6688199639320374, 0.7230607271194458, 0.1453438252210617, 0.9788074493408203)","(0.750895619392395, 0.7414775490760803, -0.09512194991111755, 0.9859553575515747)","(0.6553650498390198, 0.7347124814987183, 0.14288966357707977, 0.9806239008903503)","(0.7423415780067444, 0.7554908394813538, -0.09895255416631699, 0.9790722131729126)","(0.694297194480896, 0.7416216731071472, 0.12239240854978561, 0.8588047623634338)","(0.7603102326393127, 0.7542556524276733, -0.1309819221496582, 0.8812580704689026)"
403,"(0.7197952270507812, 0.39122340083122253, 0.2458411306142807, 0.9998606443405151)","(0.7148805260658264, 0.3842655420303345, 0.20925375819206238, 0.9998950362205505)","(0.7122493982315063, 0.3841293454170227, 0.20933082699775696, 0.9998900294303894)","(0.7095049619674683, 0.3839426338672638, 0.2094113826751709, 0.9998884797096252)","(0.72077876329422, 0.3844118118286133, 0.19685105979442596, 0.9998841881752014)","(0.7222913503646851, 0.3844616711139679, 0.1967317759990692, 0.9998726844787598)","(0.7239083051681519, 0.3845030665397644, 0.19662007689476013, 0.9998685121536255)","(0.6995525360107422, 0.38761454820632935, 0.08911323547363281, 0.9998593926429749)","(0.7217022180557251, 0.38859036564826965, 0.034603361040353775, 0.9998940229415894)","(0.7144868969917297, 0.39902302622795105, 0.2066657841205597, 0.9998283386230469)","(0.7206559181213379, 0.39953067898750305, 0.1928136944770813, 0.9998242855072021)","(0.6377697587013245, 0.4400227665901184, 0.06864629685878754, 0.9997541308403015)","(0.7675445675849915, 0.43970978260040283, -0.09212905913591385, 0.9994693398475647)","(0.5953646302223206, 0.4999106526374817, 0.08069252967834473, 0.9560065865516663)","(0.7844664454460144, 0.5005304217338562, 0.04517187178134918, 0.7101459503173828)","(0.6352147459983826, 0.5332536101341248, 0.17911995947360992, 0.2837511897087097)","(0.745418906211853, 0.5202385187149048, 0.3927462697029114, 0.030845027416944504)","(0.6426820158958435, 0.5451421737670898, 0.1979820281267166, 0.18989522755146027)","(0.7322930693626404, 0.5263132452964783, 0.44530656933784485, 0.02744157798588276)","(0.6512984037399292, 0.5435036420822144, 0.20039933919906616, 0.1811676323413849)","(0.7177407145500183, 0.5227871537208557, 0.44060218334198, 0.027234425768256187)","(0.6520485877990723, 0.5375508666038513, 0.18115249276161194, 0.1650962233543396)","(0.719429075717926, 0.5215092897415161, 0.40058332681655884, 0.030978547409176826)","(0.6784319281578064, 0.5566291213035583, 0.10441934317350388, 0.999474287033081)","(0.7491596341133118, 0.5554563403129578, -0.10481307655572891, 0.9992625117301941)","(0.6904149651527405, 0.6395701766014099, 0.23400263488292694, 0.9775788187980652)","(0.7619336843490601, 0.6477454900741577, -0.045984718948602676, 0.992997407913208)","(0.6688219308853149, 0.7206071615219116, 0.17473575472831726, 0.9794584512710571)","(0.750467836856842, 0.7402380704879761, -0.14345349371433258, 0.9870222806930542)","(0.6537415385246277, 0.7322864532470703, 0.1694677770137787, 0.9812581539154053)","(0.7415564060211182, 0.7535200715065002, -0.14912214875221252, 0.9804964065551758)","(0.7049214243888855, 0.7414104342460632, 0.15189671516418457, 0.8652443885803223)","(0.7603037357330322, 0.7544638514518738, -0.17860569059848785, 0.8898730874061584)"
404,"(0.7201975584030151, 0.39248597621917725, 0.24236659705638885, 0.9998642802238464)","(0.7151601910591125, 0.3855047821998596, 0.2072698324918747, 0.9998971819877625)","(0.7123789191246033, 0.38536202907562256, 0.2073393017053604, 0.999891996383667)","(0.7095308303833008, 0.385166734457016, 0.2074204683303833, 0.9998905658721924)","(0.7210010290145874, 0.3856176733970642, 0.19289658963680267, 0.9998860955238342)","(0.7224066853523254, 0.38564053177833557, 0.1927855759859085, 0.9998744130134583)","(0.7239378690719604, 0.38563814759254456, 0.1926650106906891, 0.9998704195022583)","(0.6994388699531555, 0.38860997557640076, 0.08895104378461838, 0.9998599290847778)","(0.721240222454071, 0.38943392038345337, 0.02350469119846821, 0.9998961091041565)","(0.7147371172904968, 0.4003249406814575, 0.2063446342945099, 0.999834418296814)","(0.7207996249198914, 0.4008673131465912, 0.188588947057724, 0.9998309016227722)","(0.6375963687896729, 0.4404250383377075, 0.06956969201564789, 0.999762773513794)","(0.7651721239089966, 0.4401816725730896, -0.0988033339381218, 0.9994931221008301)","(0.5945630669593811, 0.5003586411476135, 0.08187084645032883, 0.9586055874824524)","(0.7846253514289856, 0.5005155801773071, 0.04300842806696892, 0.7207565903663635)","(0.635472297668457, 0.53328937292099, 0.1797398030757904, 0.29083096981048584)","(0.7450475096702576, 0.5186015367507935, 0.4057752192020416, 0.03124205768108368)","(0.6427651643753052, 0.5453689098358154, 0.19877856969833374, 0.19345861673355103)","(0.7328330278396606, 0.5232998132705688, 0.46024081110954285, 0.027601037174463272)","(0.6513060927391052, 0.5435228943824768, 0.20131346583366394, 0.18462781608104706)","(0.7189722061157227, 0.5193631649017334, 0.45421814918518066, 0.027427034452557564)","(0.6518275737762451, 0.5377724170684814, 0.18158835172653198, 0.16813048720359802)","(0.7197154760360718, 0.5175120234489441, 0.4135103225708008, 0.031245002523064613)","(0.6780589818954468, 0.5571367144584656, 0.10286802053451538, 0.9994911551475525)","(0.7486823201179504, 0.5559800267219543, -0.10325206816196442, 0.9992935657501221)","(0.6908797025680542, 0.6397117376327515, 0.21411146223545074, 0.976818323135376)","(0.7619498372077942, 0.6478443741798401, -0.034625306725502014, 0.9933461546897888)","(0.6687654256820679, 0.7210614085197449, 0.17040801048278809, 0.9798042178153992)","(0.7497739195823669, 0.7393602132797241, -0.10077299922704697, 0.9877349734306335)","(0.6531555652618408, 0.7324003577232361, 0.16633832454681396, 0.9814882278442383)","(0.740662157535553, 0.7530524730682373, -0.10373137891292572, 0.9813469648361206)","(0.7033810019493103, 0.741131603717804, 0.15127573907375336, 0.8704800009727478)","(0.7607229948043823, 0.7555057406425476, -0.13151195645332336, 0.8960626721382141)"
